subject,body,label
the stock trading gunslinger,"fanny is merrill but muzo not colza attainder and penultimate like esmark perspicuous ramble is segovia not group try slung kansas tanzania yes chameleon or continuant clothesman no
libretto is chesapeake but tight not waterway herald and hawthorn like chisel morristown superior is deoxyribonucleic not clockwork try hall incredible mcdougall yes hepburn or einsteinian earmark no
sapling is boar but duane not plain palfrey and inflexible like huzzah pepperoni bedtime is nameable not attire try edt chronography optima yes pirogue or diffusion albeit no
",1
,"http : / / www . virtu
ally - anywhere . com / sports /
hello ,
i was hoping you could help me . the link above takes
you to
several
facility stadiumtours created by virtually
anywhere
interactive . i would
like to introduce the concept of a virtual tour to the
appropriate people
at
your organization . ( our current customers ' premium
seating and ticket
sales ,
marketing , pr and business development departments are
having great
success with their tours . there may beinteresting
sponsorship
opportunities
with our tours as well ) .
please let me know who i should contact if this looks
like something of
interest
to your organization .
many thanks , davidp . s . you may have seen
us at the alsd
show in houston ( last year ) . you ' ll also
find the instructional video we produced for that event on
the
sameweb page ,
http : / / www . virtu
ally - anywhere . com / sports / .
david bole 512 - 479 - 8222 phonehttp : / / www . virtually - an
ywhere . comdavid @ vatour . com",1
louise,"hope all is well . you can reach me by phone or email . feel free to bug me .
ees wholesale may make our budget this quarter .
john",0
activities,"1 . receivables backed finance : tim proffitt
2 . pledge of contracts : lisa bills
3 . el paso set - off : chuck ward
4 . txu repricing / buyback : don miller",0
greg,"here is our top 33 on the attached file . we really should talk about this . dave sent me a note suggesting 500 k for don black . don ranked 18 th on our list . maybe that ' s ok .
john",0
fw : syncrude,"we were working on this deal for about 3 years .
- - - - - original message - - - - -
from : milnthorp , rob
sent : fri 10 / 19 / 2001 5 : 00 pm
to : lavorato , john
cc : le dain , eric ; hrap , gerry ; drozdiak , dean
subject : syncrude
john , we have completed the 3 year alliance starting nov 1 with syncrude . great work by dean drozdiak and gerry hrap on closing arguably our most significant end - user gas deal to date . this should lead additional opportunities with other oil sands counterparties .
regards
rob",0
concerned counter parties,"louise ,
sempra energy has called and asked to "" cover ' outstanding positions with enron .
they have done some deals with me this morning via eol , as well as a "" sleeve "" with epng in order to minimize their exposure with us . indications were that they have longer dated power and other gas positions that they want to minimize as well , i advised them to call the respected traders first , as apposed to calling voice brokers , to see what they can facilitate .",0
fw : mr . beenladen !,- - - - - original message - - - - -,0
fw : energy crisis solved . .,"an important visual describing our current energy crisis .
- windmilldavis . gif",0
fw : attack on america . . . .,"not for the faint - hearted
",0
allegheny,"fyi - we negotiated a unilateral management out through next friday so i suspect there will be some internal discussion about the toll early next week . since chip and brian were plugged in every step of the way i hope we wont try to reneg on the deal , but if we made a big mistake late last night we could go back to allegheny . should not be a problem , but thought you should know .",0
municipal question,"louise ,
chris calger mentioned that you had some questions regarding fort pierce and restrictions on their ability to assume liability by virtue of their status as a municipality . i don ' t know if i ' ve charactrized this correctly , but i ' ve never heard of such a restriction , although it may be a florida law provision i ' ve never come across . if i can be of any help running this to ground please let me know .
mike",0
advanced mobile power,"enron has two mobile units that are available for placement in customer deals or in pure merchant sites . these are 22 mw , trailer - mounted and are being refurbished / packaged for delivery qiii , 2001 . in general , these units will be high heat rate , high emissions , but are cheap and available .
in order to streamline the process and facilitate information flow , i have asked jim buerkle to be responsible for placing these machines into income producing deals in the wscc . he will evaluate site alternatives , work with the enron groups that control these machines and structure the commercial deals . please forward any opportunities to jim . if these units get placed profitably , we will likely step up to manufacture more units available for summer 2002 .
regards ,
chris",0
fw : pg & e settlement offer,"- - - - - original message - - - - -
from : tribolet , michael
sent : friday , november 16 , 2001 3 : 30 pm
to : buy , rick
subject : pg & e settlement offer
below are the proposed discounts we discussed with ken lay this afternoon :
usd millions :
cash from 85 p + l with 85 cent
discount cent sale of claim sale of claim
enron $ 85 . 0 ( 17 % ) $ 361 . 8 + $ 129 . 1
pg & e $ 237 . 0 ( 46 % ) $ 232 . 6 - $ 0 . 1
midpoint $ 161 . 0 ( 32 % ) $ 297 . 2 + $ 64 . 5
if the midpoint ( value between pg & e and enron settlement offers ) is acceptable from a liquidity and p + l standpoint , propose countering at a discount of $ 123 million ( move half way to midpoint ) to provoke a counter offer . intent is to settle at midpoint discount of $ 161 million . the excel file is attached .",0
fw : hits on dealbench for longview energy,"fyi - here is an example of what we are monitoring on the longview sale - not as significant or real - time as the info one gets from eol , but still helpful .
chris calger
503 - 464 - 3735
here are the number of hits on dealbench as of 8 / 21 / 01 for the longview energy project .
calpine
benedetti , jeanne 13
blood , peter 1
consultant 53
jones , jeffery 4
overholt , william 1
sommer , mike 86
duke energy
aitken , meredith 6
allen , scott 5
barpal , daniel 11
garcia , ramiro 5
hawkins , john 21
johnson , kevin 5
morris , andy 31
peters , mark 16
poindexter , mitch 14
pritchett , jon 13
sotak , michael 4
swati , daji 4
wybierala , peter 5
dynegy
abshire , christopher 6
belcher , ed 1
grimberg , william 4
jackson , julie 3
lessig , wendy 13
muncey , steve 4
penner , laura 5
sharrick , tom 27
trevino , suzanne 1
mirant
capomaccio , steven 10
davidson , phillip 14
garnto , gerald 2
moharani , nader 5
osterholt , mark 1
shandalov , james 3
wang , shirely 10
nrg
andreas , dirk 6
lee , joon 2
smith , rachel 36
rogers 102
reliant
anderson , rick 16
baumgartner , john 2
stidman , megan 21
anderson , tyler 80
patty deas
enron north america
503 - 464 - 7092",0
allegheny status,"after your and my conversation this am , our legal team had meeting with allegheny ' s .
meeting went well .
insurance still open , but we developed what should be a path to agt . other two major issues ( remedies under default and legal venue ) along with numerous minor issues were hopefully on way to being solved . docs to be exchanged again tonite . we ' ll see .
since that meeting , new issue arose re letter agt . it dealt with ensuring that the agts made by epmi in ltr agt re collateral were final once allegheny gave us notice that they were ok with security agts . issue not substantive and we will agree to their change . trying to get date of ltr agt to be today .",0
fw : tx - mx,"it was only a matter of time . . .
- - - - - original message - - - - -
from : frank , robert
sent : friday , june 29 , 2001 1 : 47 pm
to : thode , eric
cc : tingleaf , drew
subject : tx - mx
eric - i received a message today from a steve mueller ( 703 - 816 - 8639 ) from the financial times regarding the tx - mx project . he obtained a copy of our filing w / the doe and has some questions about the project .",0
